khủng_bố	V	B-VP	O
,	CH	O	O
hãy	R	O	O
đến	V	B-VP	O
ngay	T	O	O
văn_phòng	N	B-NP	O
của	E	B-PP	O
IMB	Ny	B-NP	B-ORG
,	CH	O	O
đừng	R	O	O
đến	V	B-VP	O
những	L	B-NP	O
nơi	N	B-NP	O
nhạy_cảm	A	B-AP	O
...	CH	O	O
”	CH	O	O
.	CH	O	O

11	M	B-NP	O
g	Nu	B-NP	O
ngày	N	B-NP	O
11-9-2005	M	B-NP	O
-	CH	O	O
ngày	N	B-NP	O
kỷ_niệm	V	B-VP	O
bốn	M	B-NP	O
năm	N	B-NP	O
nước	N	B-NP	O
Mỹ	Np	B-NP	B-LOC
bị	V	B-VP	O
tấn_công	V	B-VP	O
khủng_bố	V	B-VP	O
,	CH	O	O
chúng_tôi	P	B-NP	O
khoác	V	B-VP	O
vội	A	B-AP	O
balô	N	B-NP	O
để	E	B-PP	O
bước	V	B-VP	O
lên	V	B-VP	O
chiếc	Nc	B-NP	O
máy_bay	N	B-NP	O
Boeing	Np	B-NP	O
mang	V	B-VP	O
số_hiệu	N	B-NP	O
MH	Ny	B-NP	O
751	M	B-NP	O
của	E	B-PP	O
Hãng	N	B-NP	B-ORG
hàng_không	N	I-NP	I-ORG
Malaysia	Np	I-NP	I-ORG
cất_cánh	V	B-VP	O
từ	E	B-PP	O
TP.	Ny	B-NP	B-LOC
HCM	Np	I-NP	I-LOC
đến	E	B-PP	O
thủ_đô	N	B-NP	B-LOC
Kuala_Lumpur	Np	I-NP	I-LOC
của	E	B-PP	O
Malaysia	Np	B-NP	B-LOC
.	CH	O	O

Ở	E	B-PP	O
phi_trường	N	B-NP	B-LOC
quốc_tế	N	I-NP	I-LOC
Kuala_Lumpur	Np	I-NP	I-LOC
,	CH	O	O
người	Nc	B-NP	O
tài_xế	N	B-NP	O
taxi	FW	B-NP	O
gốc	N	B-NP	O
Hoa	Np	B-NP	O
hỏi	V	B-VP	O
chúng_tôi	P	B-NP	O
đi	V	B-VP	O
đâu	P	B-NP	O
,	CH	O	O
tôi	P	B-NP	O
đáp	V	B-VP	O
tỉnh_bơ	A	B-AP	O
:	CH	O	O
“	CH	O	O
Về	V	B-VP	O
eo_biển	N	B-NP	B-LOC
Malacca	Np	I-NP	I-LOC
để	E	B-PP	O
sang	V	B-VP	O
Batam	Np	B-NP	B-LOC
”	CH	O	O
.	CH	O	O

Người	Nc	B-NP	O
tài_xế	N	B-NP	O
khựng	V	B-VP	O
lại	V	B-VP	O
ngay	T	O	O
:	CH	O	O
“	CH	O	O
Các	L	B-NP	O
anh	Nc	B-NP	O
làm_việc	V	B-VP	O
cho	E	B-PP	O
hãng	N	B-NP	O
tàu	N	B-NP	O
à	T	O	O
?	CH	O	O

Đi	V	B-VP	O
tìm	V	B-VP	O
tàu	N	B-NP	O
phải	V	B-VP	O
không	R	O	O
?	CH	O	O

Mấy	L	B-NP	O
tháng	N	B-NP	O
gần	A	B-AP	O
đây	P	B-NP	O
,	CH	O	O
tuần	N	B-NP	O
nào	P	B-NP	O
báo_chí	N	B-NP	O
Malaysia	Np	B-NP	B-LOC
cũng	R	O	O
có	V	B-VP	O
bài	N	B-NP	O
viết	V	B-VP	O
về	E	B-PP	O
các	L	B-NP	O
vụ	Nc	B-NP	O
cướp_biển	V	B-VP	O
ở	E	B-PP	O
Malacca	Np	B-NP	B-LOC
,	CH	O	O
các	L	B-NP	O
anh	Nc	B-NP	O
nên	C	O	O
cẩn_thận	A	B-AP	O
đấy	T	O	O
!	CH	O	O
”	CH	O	O
.	CH	O	O

Cuộc	N	B-NP	O
hành_trình	N	B-NP	O
như	C	O	O
dài	A	B-AP	O
ra	R	O	O
khi	N	B-NP	O
chúng_tôi	P	B-NP	O
không_thể	R	O	O
đón	V	B-VP	O
taxi	FW	B-NP	O
đi	V	B-VP	O
về	R	O	O
miền	N	B-NP	O
nam	Np	B-NP	O
mà	C	O	O
phải	V	B-VP	O
chuyển	V	B-VP	O
sang	V	B-VP	O
xe_buýt	N	B-NP	O
,	CH	O	O
băng_băng	A	B-AP	O
đi	V	B-VP	O
đến	V	B-VP	O
cuối	N	B-NP	O
ngày	N	B-NP	O
tới	V	B-VP	O
Singapore	Np	B-NP	B-LOC
.	CH	O	O

Trên	E	B-PP	O
chuyến	N	B-NP	O
phà	N	B-NP	O
sáng	N	B-NP	O
sớm	A	B-AP	O
tinh_mơ	N	B-NP	O
,	CH	O	O
chúng_tôi	P	B-NP	O
từ	E	B-PP	O
đảo_quốc	N	B-NP	O
sư_tử	N	B-NP	O
vượt	V	B-VP	O
biển	N	B-NP	O
sang	V	B-VP	O
đảo	V	B-NP	B-LOC
Batam	Np	I-NP	I-LOC
thuộc	V	B-VP	O
địa_phận	N	B-NP	O
Indonesia	Np	B-NP	B-LOC
...	CH	O	O

Đảo	N	B-NP	B-LOC
Batam	Np	I-NP	I-LOC
đã	R	O	O
lờ_mờ	A	B-AP	O
trước	E	B-PP	O
mắt	N	B-NP	O
,	CH	O	O
đó	P	B-NP	O
là	V	B-VP	O
hòn	Nc	B-NP	O
đảo	N	B-NP	O
với	E	B-PP	O
diện_tích	N	B-NP	O
ban_đầu	N	B-NP	O
được	R	O	O
tính	V	B-VP	O
khoảng	N	B-NP	O
415	M	B-NP	O
km²	Nu	B-NP	O
.	CH	O	O

Tuy_nhiên	C	O	O
sau_này	N	B-NP	O
để	E	B-PP	O
phát_triển	V	B-VP	O
du_lịch	N	B-NP	O
nó	P	B-NP	O
bao_gồm	V	B-VP	O
luôn	R	O	O
cả	P	B-NP	O
hai	M	B-NP	O
hòn	Nc	B-NP	O
đảo	N	B-NP	O
Rempang	Np	B-NP	B-LOC
và	C	O	O
Galang	Np	B-NP	B-LOC
cùng	A	B-AP	O
một	M	B-NP	O
số	N	B-NP	O
đảo	N	B-NP	O
nhỏ	A	B-AP	O
bao_bọc	V	B-VP	O
xung_quanh	N	B-NP	O
.	CH	O	O

Từ	E	B-PP	O
Singapore	Np	B-NP	B-LOC
,	CH	O	O
chỉ	R	O	O
khoảng	N	B-NP	O
vài	L	B-NP	O
chục	M	B-NP	O
phút	Nu	B-NP	O
ngồi	V	B-VP	O
phà	N	B-NP	O
là	V	B-VP	O
đến	V	B-VP	O
được	R	O	O
Batam	Np	B-NP	B-LOC
.	CH	O	O

Từ	E	B-PP	O
đó	P	B-NP	O
chúng_tôi	P	B-NP	O
thuê	V	B-VP	O
thuyền	N	B-NP	O
đi	V	B-VP	O
thị_sát	V	B-VP	O
vùng	N	B-NP	O
eo_biển	N	B-NP	B-LOC
Malacca	Np	I-NP	I-LOC
.	CH	O	O

Con	Nc	B-NP	O
thuyền	N	B-NP	O
dần	R	O	O
xa	A	B-AP	O
bờ	N	B-NP	O
,	CH	O	O
sóng	N	B-NP	O
gió	N	B-NP	O
dâng	V	B-VP	O
cao	A	B-AP	O
như	C	O	O
chực	V	B-VP	O
nuốt	V	B-VP	O
chiếc	Nc	B-NP	O
thuyền	N	B-NP	O
bé_nhỏ	A	B-AP	O
của	E	B-PP	O
chúng_tôi	P	B-NP	O
.	CH	O	O

Người	Nc	B-NP	O
lái	V	B-VP	O
thuyền	N	B-NP	O
Indonesia	Np	B-NP	B-LOC
tên	N	B-NP	O
Dony	Np	B-NP	B-PER
tỏ	V	B-VP	O
ra	V	B-VP	O
hài_hước	V	B-VP	O
:	CH	O	O
“	CH	O	O
Ở	E	B-PP	O
Batam	Np	B-NP	B-LOC
về	E	B-PP	O
đêm	N	B-NP	O
tôi	P	B-NP	O
có_thể	R	O	O
nhìn	V	B-VP	O
thấy	V	B-VP	O
nhà	N	B-NP	O
bạn	N	B-NP	O
tôi	P	B-NP	O
bên	N	B-NP	O
Singapore	Np	B-NP	B-LOC
đỏ_đèn	V	B-VP	O
hay	C	O	O
chưa	R	O	O
...	CH	O	O
”	CH	O	O
.	CH	O	O

Nơi	N	B-NP	O
thuyền	N	B-NP	O
chúng_tôi	P	B-NP	O
vượt	V	B-VP	O
qua	R	O	O
là	V	B-VP	O
khu_vực	N	B-NP	O
Phillips	Np	B-NP	B-LOC
Channel	Np	I-NP	I-LOC
có	V	B-VP	O
chiều	N	B-NP	O
rộng	A	B-AP	O
chỉ	R	O	O
khoảng	N	B-NP	O
2,8	M	B-NP	O
km	Nu	B-NP	O
-	CH	O	O
nơi	N	B-NP	O
hẹp	A	B-AP	O
nhất	A	B-AP	O
của	E	B-PP	O
eo_biển	N	B-NP	B-LOC
Malacca	Np	I-NP	I-LOC
.	CH	O	O

Đảo	N	B-NP	B-LOC
Batam	Np	I-NP	I-LOC
-	CH	O	O
nơi	N	B-NP	O
ẩn_náu	V	B-VP	O
những	L	B-NP	O
con	Nc	B-NP	O
tàu	N	B-NP	O
không	R	O	O
tên	N	B-NP	O
.	CH	O	O

Batam	Np	B-NP	B-LOC
nằm	V	B-VP	O
trong	E	B-PP	O
vị_trí	N	B-NP	O
đắc_địa	A	B-AP	O
-	CH	O	O
nơi	N	B-NP	O
thắt_nút	V	B-VP	O
cổ	N	B-NP	O
chai	N	B-NP	O
của	E	B-PP	O
eo_biển	N	B-NP	B-LOC
Malacca	Np	I-NP	I-LOC
,	CH	O	O
nơi	N	B-NP	O
những	L	B-NP	O
con	Nc	B-NP	O
tàu	N	B-NP	O
qua_lại	V	B-VP	O
với	E	B-PP	O
tốc_độ	N	B-NP	O
chậm	A	B-AP	O
nhất	A	B-AP	O
và	C	O	O
trở_thành	V	B-VP	O
chốn	N	B-NP	O
dung_thân	V	B-VP	O
cho	E	B-PP	O
những	L	B-NP	O
thuỷ_thủ	N	B-NP	O
thất_nghiệp	V	B-VP	O
từ	E	B-PP	O
khắp	A	B-AP	O
nơi	N	B-NP	O
tụ	V	B-VP	O
về	V	B-VP	O
,	CH	O	O
từ	E	B-PP	O
khi	N	B-NP	O
nào	P	B-NP	O
thì	C	O	O
không	R	O	O
ai	P	B-NP	O
biết	V	B-VP	O
,	CH	O	O
nhưng	C	O	O
giới	Nc	B-NP	O
hàng_hải	N	B-NP	O
thế_giới	N	B-NP	O
đều	R	O	O
cho	V	B-VP	O
rằng	E	B-PP	O
chính	T	O	O
Batam	Np	B-NP	B-LOC
là	V	B-VP	O
nơi	N	B-NP	O
cung_cấp	V	B-VP	O
những	L	B-NP	O
“	CH	O	O
kỹ_thuật_viên	N	B-NP	O
”	CH	O	O
chuyên_nghiệp	A	B-AP	O
cho	E	B-PP	O
những	L	B-NP	O
vụ	Nc	B-NP	O
đánh	V	B-VP	O
cướp	V	B-VP	O
tàu	N	B-NP	O
để	E	B-PP	O
mang	V	B-VP	O
về	E	B-PP	O
“	CH	O	O
luộc	V	B-VP	O
”	CH	O	O
.	CH	O	O

Đã	R	O	O
có	V	B-VP	O
hàng	R	O	O
chục	M	B-NP	O
vụ	Nc	B-NP	O
“	CH	O	O
luộc	V	B-VP	O
tàu	N	B-NP	O
”	CH	O	O
bị	V	B-VP	O
cảnh_sát	N	B-NP	O
biển	N	B-NP	O
sở_tại	A	B-AP	O
phát_hiện	V	B-VP	O
từ	E	B-PP	O
Batam	Np	B-NP	B-LOC
,	CH	O	O
nhưng	C	O	O
đó	P	B-NP	O
chỉ	R	O	O
là	V	B-VP	O
phần	N	B-NP	O
nổi	V	B-VP	O
của	E	B-PP	O
tảng	Nc	B-NP	O
băng	N	B-NP	O
chìm	V	B-VP	O
.	CH	O	O

Người	Nc	B-NP	O
lái_xe	V	B-VP	O
taxi	N	B-NP	O
người	Nc	B-NP	B-MISC
Indonesia_Agusman	Np	I-NP	I-MISC
trợn	V	B-VP	O
mắt	N	B-NP	O
khi	N	B-NP	O
biết	V	B-VP	O
chúng_tôi	P	B-NP	O
muốn	V	B-VP	O
“	CH	O	O
làm_quen	V	B-VP	O
”	CH	O	O
với	E	B-PP	O
những	L	B-NP	O
tay	N	B-NP	O
anh_chị	Nc	B-NP	O
là	V	B-VP	O
thuỷ_thủ	N	B-NP	O
ở	E	B-PP	O
Batam	Np	B-NP	B-LOC
:	CH	O	O
“	CH	O	O
Các	L	B-NP	O
anh	Nc	B-NP	O
đã	R	O	O
viết	V	B-VP	O
di_chúc	N	B-NP	O
chưa	R	O	O
?	CH	O	O

Thôi	V	B-VP	O
bỏ	V	B-VP	O
ý_định	N	B-NP	O
điên_rồ	A	B-AP	O
ấy	P	B-NP	O
đi	V	B-VP	O
,	CH	O	O
tôi	P	B-NP	O
chở	V	B-VP	O
các	L	B-NP	O
anh	Nc	B-NP	O
đi	V	B-VP	O
massage	FW	B-VP	O
nhé	T	O	O
”	CH	O	O
.	CH	O	O

Trong	E	B-PP	O
vai	N	B-NP	O
những	L	B-NP	O
người	Nc	B-NP	O
đi	V	B-VP	O
tìm	V	B-VP	O
thuỷ_thủ	N	B-NP	O
đi	V	B-VP	O
biển	N	B-NP	O
bị	V	B-VP	O
mất_tích	V	B-VP	O
,	CH	O	O
chúng_tôi	P	B-NP	O
tạt	V	B-VP	O
vào	V	B-VP	O
một	M	B-NP	O
quán	N	B-NP	O
cà_phê	N	B-NP	O
ven	N	B-NP	O
biển	N	B-NP	O
-	CH	O	O
nơi	N	B-NP	O
tụ_tập	V	B-VP	O
của	E	B-PP	O
những	L	B-NP	O
thuỷ_thủ	N	B-NP	O
thất_nghiệp	V	B-VP	O
mà	C	O	O
họ	P	B-NP	O
gọi	V	B-VP	O
bằng	E	B-PP	O
cái	Nc	B-NP	O
tên	N	B-NP	O
khá	R	O	O
ấn_tượng	A	B-AP	O
“	CH	O	O
tổng_hành_dinh	N	B-NP	O
”	CH	O	O
.	CH	O	O

Ly	N	B-NP	O
cà_phê	N	B-NP	O
chưa	R	O	O
kịp	A	B-AP	O
quấy	V	B-VP	O
đường	N	B-NP	O
thì	C	O	O
một	M	B-NP	O
anh_chàng	N	B-NP	O
mặt	N	B-NP	O
đen	A	B-AP	O
như	C	O	O
tách	V	B-VP	O
cà_phê	N	B-NP	O
tiến	V	B-VP	O
tới	R	O	O
hỏi	V	B-VP	O
bằng	E	B-PP	O
giọng	N	B-NP	O
anh	Nc	B-NP	O
hai	M	B-NP	O
:	CH	O	O
“	CH	O	O
Tụi	Nc	B-NP	O
bây	P	B-NP	O
ở	E	B-PP	O
đâu	P	B-NP	O
đến	V	B-VP	O
?	CH	O	O
Tìm	V	B-VP	O
ai	P	B-NP	O
xứ	N	B-NP	O
này	P	B-NP	O
?	CH	O	O
“	CH	O	O
.	CH	O	O

Sau	N	B-NP	O
khi	N	B-NP	O
nghe	V	B-VP	O
chúng_tôi	P	B-NP	O
nói	V	B-VP	O
là	C	O	O
đi	V	B-VP	O
tìm	V	B-VP	O
thuỷ_thủ	N	B-NP	O
mất_tích	V	B-VP	O
,	CH	O	O
anh_chàng	N	B-NP	O
mặt	N	B-NP	O
sắt	N	B-NP	O
rít	V	B-VP	O
một	M	B-NP	O
hơi	N	B-NP	O
thuốc	N	B-NP	O
rồi	C	O	O
phán	V	B-VP	O
:	CH	O	O
“	CH	O	O
Nhìn	V	B-VP	O
mặt	N	B-NP	O
là	V	B-VP	O
biết	V	B-VP	O
không	R	O	O
phải	V	B-VP	O
thuỷ_thủ	N	B-NP	O
rồi	R	O	O
,	CH	O	O
tụi	Nc	B-NP	O
bay	P	B-NP	O
biến	V	B-VP	O
đi	V	B-VP	O
ngay	T	O	O
nếu	C	O	O
không	R	O	O
muốn	V	B-VP	O
mất_tích	V	B-VP	O
theo	V	B-VP	O
thằng	Nc	B-NP	O
bạn	N	B-NP	O
mày	P	B-NP	O
...	CH	O	O
”	CH	O	O
.	CH	O	O

Hàng	R	O	O
chục	M	B-NP	O
gương_mặt	N	B-NP	O
bặm_trợn	A	B-AP	O
,	CH	O	O
hình	N	B-NP	O
xăm	V	B-VP	O
đầy	A	B-AP	O
người	N	B-NP	O
đang	R	O	O
ngồi	V	B-VP	O
xung_quanh	N	B-NP	O
xô	V	B-VP	O
ghế	N	B-NP	O
đứng	V	B-VP	O
dậy	V	B-VP	O
.	CH	O	O

Chúng_tôi	P	B-NP	O
rút	V	B-VP	O
nhanh	A	B-AP	O
khỏi	V	B-VP	O
quán	N	B-NP	O
,	CH	O	O
anh_chàng	N	B-NP	O
mặt	N	B-NP	O
sắt	N	B-NP	O
đưa	V	B-VP	O
cánh_tay	N	B-NP	O
có	V	B-VP	O
xăm	V	B-VP	O
hình	N	B-NP	O
bánh_lái	N	B-NP	O
ra_hiệu	V	B-VP	O
“	CH	O	O
bye	V	B-VP	O
bye	V	B-VP	O
bye	V	B-VP	O
”	CH	O	O
...	CH	O	O
!	CH	O	O

Không	R	O	O
cách	N	B-NP	O
gì	P	B-NP	O
lọt	V	B-VP	O
vào	E	B-PP	O
bên	N	B-NP	O
trong	N	B-NP	O
Batam	Np	B-NP	B-LOC
,	CH	O	O
nơi	N	B-NP	O
có	V	B-VP	O
một	M	B-NP	O
thế_giới	N	B-NP	O
“	CH	O	O
thuỷ_thủ	N	B-NP	O
”	CH	O	O
hung_hãn	A	B-AP	O
khác	A	B-AP	O
với	E	B-PP	O
bề_ngoài	N	B-NP	O
là	V	B-VP	O
một	M	B-NP	O
hòn	Nc	B-NP	O
đảo	N	B-NP	O
du_lịch	N	B-NP	O
luôn	R	O	O
tấp_nập	A	B-AP	O
du_khách	N	B-NP	O
,	CH	O	O
nếu	C	O	O
không	R	O	O
có	V	B-VP	O
“	CH	O	O
thổ_địa	N	B-NP	O
”	CH	O	O
!	CH	O	O

Và	C	O	O
rồi	C	O	O
“	CH	O	O
thổ_địa	N	B-NP	O
”	CH	O	O
xuất_hiện	V	B-VP	O
khi	N	B-NP	O
chúng_tôi	P	B-NP	O
liên_hệ	V	B-VP	O
với	E	B-PP	O
một	M	B-NP	O
tờ	Nc	B-NP	O
báo	N	B-NP	O
địa_phương	A	B-AP	O
nhờ	V	B-VP	O
giúp_đỡ	V	B-VP	O
.	CH	O	O

Khi	N	B-NP	O
nghe	V	B-VP	O
chúng_tôi	P	B-NP	O
kể	V	B-VP	O
về	V	B-VP	O
quán	N	B-NP	O
cà_phê	N	B-NP	O
với	E	B-PP	O
những	L	B-NP	O
thuỷ_thủ	N	B-NP	O
thất_nghiệp	V	B-VP	O
,	CH	O	O
Sitompul	Np	B-NP	B-PER
M.	Np	I-NP	I-PER
,	CH	O	O
phóng_viên	N	B-NP	O
chuyên_trách	V	B-VP	O
về	E	B-PP	O
eo_biển	N	B-NP	B-LOC
Malacca	Np	I-NP	I-LOC
của	E	B-PP	O
tờ	Nc	B-NP	B-ORG
Batam	Np	I-NP	I-ORG
Pos	Np	I-NP	I-ORG
,	CH	O	O
nói	V	B-VP	O
:	CH	O	O
“	CH	O	O
Đấy	T	O	O
là	V	B-VP	O
điểm	N	B-NP	O
hẹn	V	B-VP	O
của	E	B-PP	O
những	L	B-NP	O
tay	Nc	B-NP	O
thuỷ_thủ	N	B-NP	O
thất_nghiệp	V	B-VP	O
.	CH	O	O

Thời_buổi	N	B-NP	O
khó_khăn	A	B-AP	O
,	CH	O	O
các	L	B-NP	O
thuỷ_thủ	N	B-NP	O
ở	E	B-PP	O
đây	P	B-NP	O
sẵn_sàng	A	B-AP	O
làm	V	B-VP	O
bất_cứ	R	O	O
chuyện	N	B-NP	O
gì	P	B-NP	O
,	CH	O	O
họ	P	B-NP	O
sẵn_sàng	A	B-AP	O
tham_gia	V	B-VP	O
các	L	B-NP	O
phi_vụ	N	B-NP	O
luộc	V	B-VP	O
tàu	N	B-NP	O
,	CH	O	O
rã	V	B-VP	O
tàu	N	B-NP	O
và	C	O	O
thậm_chí	R	O	O
làm	V	B-VP	O
hải_tặc	N	B-NP	O
...	CH	O	O
”	CH	O	O
.	CH	O	O

Trong	E	B-PP	O
những	L	B-NP	O
lần	N	B-NP	O
gọi	V	B-VP	O
điện	N	B-NP	O
hẹn	V	B-VP	O
gặp	V	B-VP	O
Sitompul	Np	B-NP	B-PER
M.	Np	I-NP	I-PER
,	CH	O	O
anh	Nc	B-NP	O
luôn	R	O	O
thay_đổi	V	B-VP	O
điểm	N	B-NP	O
hẹn	V	B-VP	O
một	M	B-NP	O
hai	M	B-NP	O
lần	N	B-NP	O
trước	E	B-PP	O
khi	N	B-NP	O
đến	V	B-VP	O
chỗ	N	B-NP	O
hẹn	V	B-VP	O
chính_thức	A	B-AP	O
.	CH	O	O

“	CH	O	O
Ở	E	B-PP	O
đây	P	B-NP	O
luôn	R	O	O
có	V	B-VP	O
tai_mắt	N	B-NP	O
của	E	B-PP	O
cướp_biển	N	B-NP	O
,	CH	O	O
chúng	P	B-NP	O
sẵn_sàng	A	B-AP	O
ném	V	B-VP	O
chúng_tôi	P	B-NP	O
cho	E	B-PP	O
cá_mập	N	B-NP	O
ăn	V	B-VP	O
chỉ	R	O	O
vì	E	B-PP	O
một	M	B-NP	O
bài	N	B-NP	O
báo	N	B-NP	O
làm	V	B-VP	O
ảnh_hưởng	V	B-VP	O
đến	E	B-PP	O
công_việc	N	B-NP	O
làm_ăn	V	B-VP	O
của	E	B-PP	O
chúng	P	B-NP	O
”	CH	O	O
,	CH	O	O
M.	Np	B-NP	B-PER
giải_thích	V	B-VP	O
cho	E	B-PP	O
sự	N	B-NP	O
lỡ	V	B-VP	O
hẹn	N	B-NP	O
của	E	B-PP	O
mình	P	B-NP	O
.	CH	O	O

Theo	V	B-VP	O
M.	Np	B-NP	B-PER
,	CH	O	O
quán	N	B-NP	O
cà_phê	N	B-NP	O
chúng_tôi	P	B-NP	O
vào	V	B-VP	O
hôm	N	B-NP	O
trước	N	B-NP	O
đúng	A	B-AP	O
là	V	B-VP	O
một	M	B-NP	O
trong	E	B-PP	O
những	L	B-NP	O
“	CH	O	O
tổng_hành_dinh	N	B-NP	O
”	CH	O	O
,	CH	O	O
nơi	N	B-NP	O
mà	C	O	O
các	L	B-NP	O
thuỷ_thủ	N	B-NP	O
thường	R	O	O
lui_tới	V	B-VP	O
để	E	B-PP	O
nhận	V	B-VP	O
chỉ_thị	N	B-NP	O
của	E	B-PP	O
những	L	B-NP	O
“	CH	O	O
ông	Nc	B-NP	O
trùm	N	B-NP	O
”	CH	O	O
.	CH	O	O

“	CH	O	O
Đảo	N	B-NP	B-LOC
Batam	Np	I-NP	I-LOC
cũng	R	O	O
giống	A	B-AP	O
như	C	O	O
nhiều	A	B-AP	O
hòn	Nc	B-NP	O
đảo	N	B-NP	O
khác	A	B-AP	O
quanh	N	B-NP	O
eo_biển	N	B-NP	B-LOC
Malacca	Np	I-NP	I-LOC
,	CH	O	O
nó	P	B-NP	O
có	V	B-VP	O
nhiều	A	B-AP	O
ngóc_ngách	N	B-NP	O
được	V	B-VP	O
bảo_vệ	V	B-VP	O
bởi	E	B-PP	O
các	L	B-NP	O
cánh	N	B-NP	O
rừng	N	B-NP	O
.	CH	O	O

Vì_thế	C	O	O
,	CH	O	O
đấy	P	B-NP	O
là	V	B-VP	O
địa_điểm	N	B-NP	O
thuận_lợi	A	B-AP	O
cho	E	B-PP	O
bọn	Nc	B-NP	O
hải_tặc	N	B-NP	O
thực_hiện	V	B-VP	O
những	L	B-NP	O
cuộc	N	B-NP	O
“	CH	O	O
giải_phẫu	V	B-VP	O
”	CH	O	O
đối_với	E	B-PP	O
những	L	B-NP	O
con	Nc	B-NP	O
tàu	N	B-NP	O
mà	C	O	O
chúng	P	B-NP	O
săn	V	B-VP	O
được	R	O	O
!	CH	O	O

Sau	N	B-NP	O
khi	N	B-NP	O
con	Nc	B-NP	O
tàu	N	B-NP	O
đã	R	O	O
có	V	B-VP	O
một	M	B-NP	O
bản	Nc	B-NP	O
“	CH	O	O
khai_sinh	V	B-VP	O
”	CH	O	O
khác	A	B-AP	O
thì	C	O	O
bọn	Nc	B-NP	O
chúng	P	B-NP	O
tìm	V	B-VP	O
mối	N	B-NP	O
tiêu_thụ	V	B-VP	O
và	C	O	O
giao	V	B-VP	O
tàu	N	B-NP	O
tận	E	B-PP	O
nơi	N	B-NP	O
